,FILE_NAME,POSITION,salary_start,OPEN_DATE,REQUIREMENTS,DUTIES,EXAM_TYPE,notes,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EDUCATION_YEARS,SCHOOL_TYPE,DRIVERS_LICENSE_REQ
591,STREET SERVICES SUPERINTENDENT 4158 101918.txt,street services superintendent,"['85,816', '125,447', '94,628', '138,371']",2018-10-19,"1. Two years of full-time paid supervisory experience with the City of Los Angeles in a class at the level of Street Services Supervisor in street construction, street maintenance, asphalt plant operation, street resurfacing or special street maintenance projects; or2. Two years of full-time paid supervisory experience as a Senior Street Services Investigator with the City of Los Angeles; or3. Two years of full-time paid experience as a Civil Engineering Associate II, III, or IV with the City of Los Angeles performing or directing field engineering activities related to the design, specification, construction, maintenance, inspection and operation of projects concerning the public right-of-way; or4. Six years of full-time paid experience in street construction, street maintenance, asphalt plant operation, street resurfacing or special street maintenance projects, with two of the six years supervising crews performing street maintenance activities.",A Street Services Superintendent directs or assists in directing general or specialized street maintenance activities such as resurfacing or pavement preservation for a large geographical area; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.,INTERDEPARTMENTAL PROMOTIONAL AND AN OPEN COMPETITIVE BASIS,":1. Annual salary is at the start of the pay range. The current salary range is subject to change. Please confirm the starting salary with the hiring department before accepting a job offer.2. Candidates from the eligible list are normally appointed only to vacancies in the lower pay grade positions.DUTIESA Street Services Superintendent directs or assists in directing general or specialized street maintenance activities such as resurfacing or pavement preservation for a large geographical area; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.REQUIREMENTS/MINIMUM QUALIFICATIONS1. Two years of full-time paid supervisory experience with the City of Los Angeles in a class at the level of Street Services Supervisor in street construction, street maintenance, asphalt plant operation, street resurfacing or special street maintenance projects; or2. Two years of full-time paid supervisory experience as a Senior Street Services Investigator with the City of Los Angeles; or3. Two years of full-time paid experience as a Civil Engineering Associate II, III, or IV with the City of Los Angeles performing or directing field engineering activities related to the design, specification, construction, maintenance, inspection and operation of projects concerning the public right-of-way; or4. Six years of full-time paid experience in street construction, street maintenance, asphalt plant operation, street resurfacing or special street maintenance projects, with two of the six years supervising crews performing street maintenance activities.PROCESS NOTES 1. Some positions may require a valid California driver's license. Candidates may not be eligible for appointment to these positions if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI). 2. Completion of a Street Maintenance Technology program from Los Angeles Trade-Tech College or an associate's degree from an accredited college is desired.3. Street resurfacing experience is desired, but not required.4. After appointment, employees of this class may be required to furnish their own automobiles, properly insured, for use in City service. Mileage will be paid according to established rates.",two,FULL TIME,zero,No School Type,M
592,STREET SERVICES SUPERVISOR 4152 082815.txt,street services supervisor,"['71,409', '88,719', '75,710', '94,043']",,"Four years of full-time paid experience with the City of Los Angeles in a class at the level of Maintenance and Construction Helper in street maintenance field operations, street construction or reconstruction, appurtenant remodeling, street resurfacing, street repair, street enforcement and inspection, construction inspection, lot or street cleaning, or urban forestry.Successful completion of the Los Angeles Trade Technical College (LATTC) Street Maintenance Technology program may be substituted for two years of the required experience.NOTES:1.Applicants who lack six months or less of the required experience may file for this examination.  However, they cannot be appointed until the full experience requirement is met.2.Applicants must attach a copy of the certificate of completion from the Los Angeles Trade Technical College to the online application at the time of filing. The certificate must be attached to the online application BEFORE the application is submitted. If the license and/or certificate is attached AFTER the online application has been submitted, it will not be available to the City and applicants WILL NOT be credited with having submitted the license and/or certificate. Applicants who fail to submit the license and/or certificate at the time of filing by attaching it to the online application will not be considered for the Selective Certification.3.A valid California driver's license is required.  Applicants will be disqualified and not eligible for appointment to these positions if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).WHERE TO APPLYApplications will only be accepted on-line.  When you are viewing the on-line job bulletin of your choice, simply scroll to the top of the page and select the ""Apply"" icon. On-line job bulletins are also available at http://agency.governmentjobs.com/lacity/default.cfm?promotionaljobs=1 for Promotional Examinations.","A Street Services Supervisor assigns, reviews, and evaluates the work of one or more crews engaged in repairing, patching, cleaning, remodeling, resurfacing, or reconstructing City streets; and/or slurry seal and Portland Cement Concrete construction, or assists in coordinating the work of street resurfacing crews; or scheduling and dispatching transportation of materials and plant mixes, construction materials and debris transfer equipment; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",INTERDEPARTMENTAL PROMOTIONAL BASIS,":1. Candidates from the eligible list are normally appointed to vacancies in the lower pay grade positions.2. For information regarding reciprocity between the city of Los Angeles departments and LADWP, go to http://per.lacity.org/Reciprocity_CityDepts_and_DWP.pdf.3. The current salary range is subject to change. You may confirm the starting salary with the hiring department before accepting a job offer.DUTIESA Street Services Supervisor assigns, reviews, and evaluates the work of one or more crews engaged in repairing, patching, cleaning, remodeling, resurfacing, or reconstructing City streets; and/or slurry seal and Portland Cement Concrete construction, or assists in coordinating the work of street resurfacing crews; or scheduling and dispatching transportation of materials and plant mixes, construction materials and debris transfer equipment; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.REQUIREMENTSFour years of full-time paid experience with the City of Los Angeles in a class at the level of Maintenance and Construction Helper in street maintenance field operations, street construction or reconstruction, appurtenant remodeling, street resurfacing, street repair, street enforcement and inspection, construction inspection, lot or street cleaning, or urban forestry.Successful completion of the Los Angeles Trade Technical College (LATTC) Street Maintenance Technology program may be substituted for two years of the required experience.NOTES:1.Applicants who lack six months or less of the required experience may file for this examination.  However, they cannot be appointed until the full experience requirement is met.2.Applicants must attach a copy of the certificate of completion from the Los Angeles Trade Technical College to the online application at the time of filing. The certificate must be attached to the online application BEFORE the application is submitted. If the license and/or certificate is attached AFTER the online application has been submitted, it will not be available to the City and applicants WILL NOT be credited with having submitted the license and/or certificate. Applicants who fail to submit the license and/or certificate at the time of filing by attaching it to the online application will not be considered for the Selective Certification.3.A valid California driver's license is required.  Applicants will be disqualified and not eligible for appointment to these positions if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).",four,FULL TIME,zero,No School Type,R
593,STREET SERVICES WORKER 4150 032318.txt,street services worker,"['41,760', '61,053', '44,411', '64,915', '46,833', '68,507']",2018-03-23,"Three months of full-time paid experience in raking, tamping, smoothing, or compacting bituminous (asphalt) mixtures.",A Street Services Worker rakes hot mix asphalt to grade with an asphalt lute behind a paving machine; may shovel or spread hot asphalt materials to meet grade of existing structures in preparation for breakdown and intermediate rolling operations; operates screed controls of asphalt paving machine or may be assigned to slurry crew; makes small asphalt repairs (SAR) to roadway; may maintain paperwork; assists equipment operator to hand load debris; cleans job-site; places warning devices for traffic control set-up and may be assigned to other duties related to various street repair operations.,INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,":1. Annual salary is at the start of the pay range. The current salary range is subject to change. Please confirm the starting salary with the hiring department before accepting a job offer.2. Candidates from the eligible list are normally appointed to vacancies in the lower pay grade positions. DUTIESA Street Services Worker rakes hot mix asphalt to grade with an asphalt lute behind a paving machine; may shovel or spread hot asphalt materials to meet grade of existing structures in preparation for breakdown and intermediate rolling operations; operates screed controls of asphalt paving machine or may be assigned to slurry crew; makes small asphalt repairs (SAR) to roadway; may maintain paperwork; assists equipment operator to hand load debris; cleans job-site; places warning devices for traffic control set-up and may be assigned to other duties related to various street repair operations.REQUIREMENT/MINIMUM QUALIFICATIONThree months of full-time paid experience in raking, tamping, smoothing, or compacting bituminous (asphalt) mixtures.PROCESS NOTES1. The Bureau of Street Services and Harbor Department require a valid California driver's license. Some positions in other departments may also require a valid California driver's license. Candidates will not be eligible for an appointment to positions in the Bureau of Street Services and Harbor Department, or may not be eligible in other departments, if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI). 2. Most positions are in the Bureau of Street Services. The Bureau of Street Services and Los Angeles World Airports (LAWA) require possession of a valid Class B driver's license and a valid medical certificate approved by the State of California Department of Motor Vehicles, by the completion of the fourth month of probation. A Class B license and valid medical certificate may be required by other City departments prior to appointment. Candidates will be disqualified and not eligible for hire in the Bureau of Street Services and may not be eligible for appointment to positions in other departments if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI). For positions requiring a valid Class B driver's license, candidates must submit a commercial driving history in accordance with the California Department of Motor Vehicles CVC Section 1808.1.3. Applicants using City of Los Angeles experience to qualify must submit a City of Los Angeles Verification of Work Experience (VWE) form. The VWE may be obtained on-line at http://per.lacity.org/exams/vwe-sup.pdf. 4. Applicants required to submit a VWE form may attach the completed form to their on-line application at the time of filing or will have seven (7) calendar days from the on-line submission date to e-mail a copy of their completed VWE form, including the required signatures, to per.appdocs@lacity.org. The subject line of your e-mail must include the exam title, your name and indicate it is a VWE. In the body of your e-mail, you must also include your first and last name, last four digits of your Social Security Number and contact phone number. Applicants who fail to submit their signed VWE form within the time required will not be considered further in this examination and their applications will not be processed.",zero,FULL TIME,zero,No School Type,N
594,STREET TREE SUPERINTENDENT 3160 060917.txt,street tree superintendent,"['81,828', '119,684', '100,599', '147,078', '122,273', '151,922']",2017-06-09,Two years of full-time paid experience as a Tree Surgeon Supervisor or in a class at that level supervising employees engaged in the maintenance and removal of trees. ,"A Street Tree Superintendent directs division activities involved in the maintenance, planting, and removal of trees along City streets and the improvement and maintenance of landscaped traffic islands and parkways; or, in pruning trees to clear electrical conductors, construction, and equipment. ",INTERDEPARTMENTAL PROMOTIONAL BASIS,":1. The current salary range is subject to change. You may confirm the starting salary with the hiring department before accepting a job offer.2. For information regarding reciprocity between the City of Los Angeles departments and LADWP, go to http://per.lacity.org/Reciprocity_CityDepts_and_DWP.pdf.3. Candidates from the eligible list are normally appointed to vacancies in the lower pay grade positions.DUTIESA Street Tree Superintendent directs division activities involved in the maintenance, planting, and removal of trees along City streets and the improvement and maintenance of landscaped traffic islands and parkways; or, in pruning trees to clear electrical conductors, construction, and equipment. REQUIREMENT/MINIMUM QUALIFICATIONTwo years of full-time paid experience as a Tree Surgeon Supervisor or in a class at that level supervising employees engaged in the maintenance and removal of trees. PROCESS NOTES1. Applicants who lack six months or less of the required experience may file for this examination.  However, they cannot be appointed until the full experience is met.2. Some positions may require a valid California driver's license. Candidates may not be eligible for appointment to these positions if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).3. For positions with the Department of Public Works, Bureau of Street Services, certification as an Arborist with the International Society of Arboriculture is required prior to the end of probation. For all other positions, certification as an Arborist is desired, but not required.SELECTIVE CERTIFICATIONIn accordance with Charter Section 1010 (b) and Civil Service Rule 5.31, selective certification will be used for some positions that require special skills and/or training.  Only persons possessing the following may be certified in order of standing on the eligible list to fill such positions: Two years of full-time paid experience performing as a qualified line clearance tree trimmer. NOTES:1. A qualified line clearance tree trimmer is defined per the California Electrical Safety Orders, Section 2700, as a person with: ""18 months training and on-the-job experience which provides familiarity with the special techniques and hazards involved in line clearance tree trimming activities."" Applicants who are using City of Los Angeles experience will need to submit a Verification of Work Experience (VWE) form in order to be considered for selective certification. 2. Applicants required to submit a VWE form may attach the completed form to their online application at the time of filing or will have seven (7) calendar days from the online submission date to email a copy of their completed VWE form, including the required signatures, to per.appdocs@lacity.org. The subject line of your email must include the exam title, your name and indicate it is a VWE. In the body of your email, you must also include your first and last name, last four digits of your Social Security Number and contact phone number. Applicants who fail to submit their signed VWE form within the time required will not be considered further in this examination and their applications will not be processed.",two,FULL TIME,zero,No School Type,M
595,STRUCTURAL ENGINEER 7956 101918.txt,structural engineer,"['94,857', '138,643', '124,486', '154,658', '130,082', '161,611']",2018-10-19,"Authority to use the title Structural Engineer, issued by the California State Board of Registration for Professional Engineers, Land Surveyors, and Geologists. ","A Structural Engineer performs professional engineering work in supervising an engineering group engaged in checking structural plans for conformance to building and zoning code regulations; closely overseeing or personally checking plans for the more complex and high rise structures; preparing or overseeing plans, designs, and specifications for a variety of structures; makes special structural engineering studies; provides structural engineering support during construction, including structural observations; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,": 1. Annual salary is at the start of the pay range. The current salary range is subject to change. Please confirm the starting salary with the hiring department before accepting a job offer. 2. Candidates from the eligible list are normally appointed to vacancies in the lower pay grade positions.3. For information regarding reciprocity between the City of Los Angeles departments and LADWP, go to http://per.lacity.org/Reciprocity_CityDepts_and_DWP.pdf.DUTIESA Structural Engineer performs professional engineering work in supervising an engineering group engaged in checking structural plans for conformance to building and zoning code regulations; closely overseeing or personally checking plans for the more complex and high rise structures; preparing or overseeing plans, designs, and specifications for a variety of structures; makes special structural engineering studies; provides structural engineering support during construction, including structural observations; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.REQUIREMENT/MINIMUM QUALIFICATIONAuthority to use the title Structural Engineer, issued by the California State Board of Registration for Professional Engineers, Land Surveyors, and Geologists. PROCESS NOTES1. Applicants who will be eligible to file for the 2018 registration examination may file for this examination, but cannot be certified to fill a vacant position until the use of the title Structural Engineer has been authorized. Applicants must list their Structural Engineer License/Authority number in the Special Licenses section of the application. Candidates will be required to submit a copy of their License/Authority prior to appointment.2. In some City departments, employees may be required to work a four-day, forty-hour workweek, or work 80 hours over 9 week days, and be subject to weekend and evening work assignments.3. Some positions may require a valid California driver's license. Candidates may not be eligible for appointment to these positions if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).",zero,_,zero,No School Type,M
596,STRUCTURAL ENGINEERING ASSOCIATE 7957 061617.txt,structural engineering associate,"['66,231', '94,252', '74,082', '105,444', '82,496', '117,345', '89,637', '127,555', '78,905', '98,031', '93,772', '116,489', '101,685', '126,365', '109,327', '135,824']",2017-06-16,"1. A Bachelor's or Master's degree in engineering from an accredited college or university, which includes at least 12 semester units or 18 quarter units of core courses in structural engineering; or2. Certification as an Engineer-In-Training recognized by the State of California Board for Professional Engineers, Land Surveyors, and Geologists; or3. Registration as a Professional Engineer with the State of California Board for Professional Engineers, Land Surveyors, and Geologists.","A Structural Engineering Associate performs professional structural engineering work in the preparation or checking of designs, plans, specifications, estimates, and reports for a variety of structures; and does related work.",OPEN COMPETITIVE BASIS,":1. Candidates from the eligible list are normally appointed to vacancies in the lower pay grade positions.2. For information regarding reciprocity between the City of Los Angeles departments and LADWP, go to http://per.lacity.org/Reciprocity_CityDepts_and_DWP.pdf.3. The current salary range is subject to change. You may confirm the starting salary with the hiring department before accepting a job offer.DUTIESA Structural Engineering Associate performs professional structural engineering work in the preparation or checking of designs, plans, specifications, estimates, and reports for a variety of structures; and does related work.REQUIREMENTS/MINIMUM QUALIFICATIONS1. A Bachelor's or Master's degree in engineering from an accredited college or university, which includes at least 12 semester units or 18 quarter units of core courses in structural engineering; or2. Certification as an Engineer-In-Training recognized by the State of California Board for Professional Engineers, Land Surveyors, and Geologists; or3. Registration as a Professional Engineer with the State of California Board for Professional Engineers, Land Surveyors, and Geologists.PROCESS NOTES1. In addition to the regular City application form, each applicant is required to complete the Structural Engineering Associate Qualifications Questionnaire at the time of filing. The Structural Engineering Associate Qualifications Questionnaire is located within the Supplemental Question Section of the City application. Applicants who fail to complete the Qualifications Questionnaire will not be considered further in this examination, and their application will not be processed.2. You may take the Structural Engineering Associate interview only once every 365 days from the date you were last added to the eligible list. If you have taken the Structural Engineering Associate interview in a campus environment with any City of Los Angeles department or LADWP, a special recruitment event, or during an open filing period in the Personnel Department within the last 12 months, you may not file for this examination at this time.3. College seniors who are within six months of graduation from an accredited four-year college or university may apply.  However, you cannot be appointed until you have completed all your course work, including the 12 semester units or 18 quarter units described in Requirement No. 1. 4. Some positions may require a valid California driver's license. Candidates may not be eligible for appointment to these positions if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).5. Applicants qualifying under Requirement #1 must provide the following information on their City application.  Applicants who fail to provide the information will not be considered further in this examination and their applications will not be processed.a. List their school name and location, type of degree earned and major in the Education Section of the online application; andb. Applicants that have completed core courses in structural engineering as stated in the Requirement, must list the course titles with the number of semester or quarter units, school attended and completion dates in the Supplemental Questions Section of the online application.6. Applicants filing under Requirement No. 2 or No. 3 must list their Engineer-in-Training (EIT) certification number or Professional Engineer (PE) license number in the Supplemental Questions Section of the on-line application at the time of filing. Applicants who fail to provide their EIT certification number or PE License number will not be considered further in this examination.7. Appointments will be made to temporary training positions in accordance with Civil Service Rule 5.30 of the Rules of the Board of Civil Service Commissioners, for a maximum duration of three years. In order to successfully complete the temporary training period, new appointees must obtain their Engineer-in-Training (EIT) Certificate within three years.  New appointees who do not successfully complete the temporary training period will be terminated from the class.8. Please note that qualifying education must be from a college or university accredited by a City of Los Angeles recognized agency. A list of approved accrediting agencies can be found at http://per.lacity.org/Accredited%20Institutions%2008-21-08.pdf. 9. Candidates completing the exam process will be contacted by the Personnel Department to provide required proof of qualifying degree.",zero,_,zero,college or university,M
597,STRUCTURAL STEEL FABRICATOR 3793 122316.txt,structural steel fabricator,"['95,191', '98,658', '99,848']",2016-12-23,"Four years of full-time paid experience in work involving all of the following areas: fabrication, welding, altering, and assembling structural steel members and shapes.","A Structural Steel Fabricator works from structural blueprints or sketches and does skilled work in the fabrication, repair, alteration, and assembly of structural steel members and shapes; and performs related work.",INTERDEPARTMENTAL PROMOTIONAL AND AN OPEN COMPETITIVE BASIS,":1. For information regarding reciprocity between the City of Los Angeles departments and LADWP, go to http://per.lacity.org/Reciprocity_CityDepts_and_DWP.pdf.2. The current salary range is subject to change. You may confirm the starting salary with the hiring department before accepting a job offer.3. Candidates from the eligible list are normally appointed to vacancies in the lower pay grade positions.DUTIESA Structural Steel Fabricator works from structural blueprints or sketches and does skilled work in the fabrication, repair, alteration, and assembly of structural steel members and shapes; and performs related work.REQUIREMENT/MINIMUM QUALIFICATIONFour years of full-time paid experience in work involving all of the following areas: fabrication, welding, altering, and assembling structural steel members and shapes.PROCESS NOTES1. Applicants lacking six months or less of the required experience may file for this examination.  However, they cannot be appointed until the full experience requirement is met.2. Some positions may require a valid California driver's license. Candidates may not be eligible for appointment to these positions if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).3. In addition to the regular City application, applicants who wish to use their City of Los Angeles work experience to meet these requirements are required to submit a City of Los Angeles ""Verification of Work Experience"" (VWE) form, signed by their supervisor, verifying their experience in fabrication, welding, altering, and assembling structural steel members and shapes.  The VWE form should indicate the type of work performed and the amount of time spent performing such work.  The form may be downloaded at http://per.lacity.org/exams/vwe-sup.pdf or may be obtained at the Personnel Department, Room 100, 700 E. Temple Street, Los Angeles, CA 90012.  Applicants may attach the completed (VWE) form to their on-line application at the time of filing or will have seven (7) calendar days from the on-line submission date to submit a copy of their completed VWE form to: Personnel Department, Room 100, 700 E. Temple Street, Los Angeles, CA 90012.  Applicants who fail to submit a copy of their VWE form within the time required will not be considered applicants in this examination and their applications will not be processed.4. Because this class has been designated as Safety Sensitive in accordance with the City policy, a drug and alcohol screening test may be required for some positions prior to appointment.5. A Structural Steel Welding Certificate issued by the Los Angeles City Department of Building and Safety is required prior to the completion of probation. ",four,FULL TIME,zero,No School Type,M
598,STRUCTURAL STEEL FABRICATOR SUPERVISOR 3794 060217.txt,structural steel fabricator supervisor,"['102,959', '108,701']",2017-06-02,Four years of full-time paid experience as a journey-level structural steel fabricator.,"A Structural Steel Fabricator Supervisor assigns, reviews and evaluates the work of a group of employees engaged in rigging and the fabrication, repair, alteration, and assembly of structural steel members and shapes; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",INTERDEPARTMENTAL PROMOTIONAL BASIS,":1. For information regarding reciprocity between the City of Los Angeles departments and LADWP, go to http://per.lacity.org/Reciprocity_CityDepts_and_DWP.pdf.2. The current salary range is subject to change. You may confirm the starting salary with the hiring department before accepting a job offer.3. Candidates from the eligible list are normally appointed to vacancies in the lower pay grade positions.DUTIESA Structural Steel Fabricator Supervisor assigns, reviews and evaluates the work of a group of employees engaged in rigging and the fabrication, repair, alteration, and assembly of structural steel members and shapes; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.REQUIREMENT/MINIMUM QUALIFICATIONFour years of full-time paid experience as a journey-level structural steel fabricator.PROCESS NOTES1. Applicants who lack six months or less of the required experience may file for this examination. However, they cannot be appointed until the full experience requirement is met.2. Some positions may require a valid California driver's license.  Candidates may not be eligible for appointment to these positions if their record within the past 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).3. To be at journey level, completion of a recognized apprentice program (usually four years), or six years as a helper performing structural steel work, is required. Therefore, qualifying experience is gained in positions after obtaining journey level status.  ",four,FULL TIME,zero,No School Type,M
599,SUPERINTENDENT OF RECREATION AND PARKS OPERATIONS 2472 012618.txt,superintendent of recreation and parks operations ,"['123,066', '179,943']",2018-01-26," 1. Two years of full-time paid experience in a class at the level of Principal Grounds Maintenance Supervisor or Principal Recreation Supervisor which provides experience in supervising recreation programs, grounds maintenance programs, concessions operations, or emergency operations and safety planning for facilities open to the public; or2. Four years of full-time paid experience in a class at the level of Senior Park Maintenance Supervisor or as a Recreation Supervisor which provides experience in supervising recreation programs, grounds maintenance programs, concessions operations or emergency operations and safety planning for facilities open to the public.","A Superintendent of Recreation and Parks Operations, through subordinate supervisors, plans, organizes, and directs recreation programming, park maintenance activities, and facility repair functions of a geographic region in the Department of Recreation and Parks and one or more Citywide functions which include forestry, childcare, senior citizens programming, aquatics, municipal sports, and camps; manages, prepares, and monitors budgets; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills Equal Employment Opportunity responsibilities; may act on behalf of an Assistant General Manager; and does related work.",INTERDEPARTMENTAL PROMOTIONAL BASIS,"1. Applicants who lack six months or less of the required experience may file for this examination.  However, they cannot be appointed until the full experience requirement is met.2. A valid California driver's license is required. Applicants will be disqualified and not eligible for hire if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).",two,FULL TIME,zero,No School Type,R
600,SUPERVISING CRIMINALIST 2235 030416.txt,supervising criminalist,"['95,672', '136,138']",2016-03-04,"Two years of full-time paid experience as a Criminalist II or III with the City of Los Angeles.NOTES:1. A valid California driver's license is required.  Applicants will be disqualified and not eligible for hire if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violations (such as DUI). 2. Applicants who lack six months or less of the required experience may file for this examination.  However, they cannot be appointed until the full experience requirement is met.WHERE TO APPLYApplications WILL ONLY BE ACCEPTED ON-LINE.  When you are viewing the on-line job bulletin of your choice, simply scroll to the top of the page and select the ""Apply"" icon.  On-line job bulletins are also available at https://www.governmentjobs.com/careers/lacity/promotionaljobs for Promotional Examinations.","A Supervising Criminalist supervises, assigns and evaluates the work of Criminalists engaged in searching for, collecting and preserving physical evidence in the investigation of crimes and suspected criminals, examining evidence by means of physical and chemical analysis, giving expert testimony in court; personally performs the more difficult assignments; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity and employee relations responsibilities.A Supervising Criminalist is subject to call at any hour, 7-days a week and may work under unpleasant and adverse conditions, including high places, dangerous locations, and in proximity to dead bodies and biological and chemical hazards, in order to investigate crime scenes.",INTERDEPARTMENTAL PROMOTIONAL BASIS,":1. The current salary range is subject to change. You may confirm the starting salary with the hiring department before accepting a job offer.2. Certain work shifts/assignments may be entitled to additional compensation. DUTIESA Supervising Criminalist supervises, assigns and evaluates the work of Criminalists engaged in searching for, collecting and preserving physical evidence in the investigation of crimes and suspected criminals, examining evidence by means of physical and chemical analysis, giving expert testimony in court; personally performs the more difficult assignments; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity and employee relations responsibilities.A Supervising Criminalist is subject to call at any hour, 7-days a week and may work under unpleasant and adverse conditions, including high places, dangerous locations, and in proximity to dead bodies and biological and chemical hazards, in order to investigate crime scenes.REQUIREMENTTwo years of full-time paid experience as a Criminalist II or III with the City of Los Angeles.NOTES:1. A valid California driver's license is required.  Applicants will be disqualified and not eligible for hire if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violations (such as DUI). 2. Applicants who lack six months or less of the required experience may file for this examination.  However, they cannot be appointed until the full experience requirement is met.",two,FULL TIME,zero,No School Type,R
